target,action,reward
0,(0; 0.13),[0.1927168 3.2870588],-0.446693153692515
0,(0; -0.13),[0.03070052 3.2562406 ],-0.26498259184038125
0,(0.13; 0),[0.17214975 1.80472   ],-0.32363007872370936
0,(0; 0.13),[0.05002042 5.4997745 ],-0.22304074825801368
0,(0; 0.13),[0.12654363 5.704599  ],-0.10976243286021266
0,(0.13; 0),[0.13595322 2.9684274 ],0.2514103392123017
0,(0; -0.13),[0.12524948 4.3083773 ],-0.546631342859028
0,(0.13; 0),[0.09906729 1.7450197 ],-0.24817638345639845
0,(0.13; 0),[0.11997904 5.263704  ],-0.44444882067519187
0,(0.13; 0),[0.10263605 4.5656486 ],-0.25556167739716307
0,(0; 0.13),[0.08600724 1.4002569 ],-0.4132779323056658
0,(0; 0.13),[0.01838271 3.0929642 ],-0.2627587913557653
0,(0; -0.13),[0.12750562 2.82333   ],-0.2122024367013341
0,(0.13; 0),[0.13898239 4.159733  ],-0.1072672257221534
0,(0; 0.13),[0.07654801 5.167779  ],-0.13965513559998075
0,(0.13; 0),[0.09422509 1.3117799 ],-0.32814725451416704
0,(0; -0.13),[0.01805585 1.3274131 ],-0.2552852492065994
0,(0; 0.13),[0.07067227 0.35103723],-0.30499486586735786
0,(0; -0.13),[0.20117189 0.8434947 ],0.11919814199007332
0,(0.13; 0),[0.1426453 4.7691417],-0.376867338704945
0,(0; 0.13),[0.0446597 5.2263474],-0.22312358671194743
0,(0; -0.13),[0.02167206 2.2113376 ],-0.25395143476930215
0,(0; 0.13),[0.18370678 1.3732419 ],-0.8186504537613614
0,(0.13; 0),[0.13437904 6.17882   ],-0.5996281370707629
0,(0.13; 0),[0.15493752 1.070409  ],-0.5563110850393748
0,(0.13; 0),[0.07123218 1.8061675 ],-0.2419687657659888
0,(0.13; 0),[0.02821927 4.741157  ],-0.2630322565583456
0,(0.13; 0),[0.06262213 3.242791  ],-0.17139240343397283
0,(0; -0.13),[0.08646011 4.978572  ],-0.41220660470221315
0,(0; -0.13),[0.08438396 0.5200064 ],-0.19124661183599237
0,(0; -0.13),[0.06270535 6.1965046 ],-0.27366990103908756
0,(0; -0.13),[0.12344737 4.475696  ],-0.5495950231471333
0,(0; 0.13),[0.16045557 4.235472  ],0.3240261858435624
0,(0.13; 0),[0.22       0.95057994],-0.8770993811848369
0,(0; 0.13),[0.08547869 1.6782887 ],-0.4126119283145822
0,(0; 0.13),[0.14376192 4.2483826 ],0.21085301953231841
0,(0.13; 0),[0.08921786 3.2845643 ],-0.0696306976992316
0,(0; -0.13),[0.        2.3826935],-0.26236426446749106
0,(0.13; 0),[0.10302079 3.1250818 ],0.007641280426692538
0,(0; -0.13),[0.04006134 0.3458771 ],-0.2507375646922965
0,(0.13; 0),[0.06556671 5.268745  ],-0.31474257595172955
0,(0.13; 0),[0.10675511 0.7915279 ],-0.4383179509877119
0,(0.13; 0),[0.06564675 5.743176  ],-0.34260759220176307
0,(0; -0.13),[0.13819721 3.2949452 ],-0.39794283562475563
0,(0.13; 0),[0.01972515 4.5834017 ],-0.2612847220717452
0,(0; 0.13),[0.0929315 5.558945 ],-0.13934484065133637
0,(0; -0.13),[0.04182098 4.714481  ],-0.3006239109557747
0,(0; 0.13),[0.07707554 3.115671  ],-0.27442540542449195
0,(0; -0.13),[0.13802738 1.9326265 ],0.21381195227961033
0,(0; -0.13),[0.        1.4838111],-0.26236426446749106
0,(0; -0.13),[0.15357219 1.8312376 ],0.41072909281389824
0,(0.13; 0),[0.00955342 3.0731995 ],-0.2603317747386659
0,(0; 0.13),[0.13573617 4.3633275 ],0.19997957041494818
0,(0; -0.13),[0.14139652 4.2279515 ],-0.6058827049317475
0,(0; 0.13),[0.04543362 2.4390042 ],-0.2922565081435894
0,(0.13; 0),[0.01709237 3.8738818 ],-0.2575174634163275
0,(0; 0.13),[0.20825514 5.798879  ],-0.27944299368528724
0,(0.13; 0),[0.13024731 4.4192567 ],-0.22310658902204378
0,(0; -0.13),[0.00270461 2.4527347 ],-0.26226058096872235
0,(0.13; 0),[0.12736005 3.1633809 ],0.18637953166344462
0,(0; -0.13),[0.12568375 1.4529055 ],0.16608677259173896
0,(0; 0.13),[0.04069737 4.064767  ],-0.23272997466620138
0,(0; 0.13),[0.20373458 1.4806054 ],-0.916579655615883
0,(0; 0.13),[0.        3.3019934],-0.26236426446749106
0,(0.13; 0),[0.06985407 3.754381  ],-0.17149252443874033
0,(0; 0.13),[0.17385514 2.3431382 ],-0.7042134549393141
0,(0.13; 0),[0.0257877 3.4009438],-0.24793488485632567
0,(0.13; 0),[0.00574401 2.1053665 ],-0.2619895618770431
0,(0; -0.13),[0.11076968 5.2463794 ],-0.4801663816876652
0,(0.13; 0),[0.1261453  0.79076827],-0.5051257453682098
0,(0; -0.13),[0.01280596 1.8251932 ],-0.2588192162368489
0,(0; 0.13),[0.05207032 5.308504  ],-0.21167519362891288
0,(0; 0.13),[0.08873502 3.3644829 ],-0.23840139183755274
0,(0; -0.13),[0.16417725 6.195829  ],-0.45368250609068744
0,(0.13; 0),[0.158446  3.5472603],0.36592274727601715
0,(0; 0.13),[0.05856813 3.2101507 ],-0.26004435990905034
0,(0.13; 0),[0.09113934 4.079793  ],-0.1602544374127316
0,(0; -0.13),[0.02770955 5.7885404 ],-0.2705711145503817
0,(0.13; 0),[0.15673427 4.797863  ],-0.4283117024755962
0,(0; -0.13),[0.16403288 1.3811983 ],0.5908702792964249
0,(0; -0.13),[0.1723146 0.       ],-0.44412769989311335
0,(0; 0.13),[0.08808823 4.5934563 ],-0.07416046210261576
0,(0; 0.13),[0.05456752 1.9477386 ],-0.3225350710044252
0,(0.13; 0),[0.17061743 4.629937  ],-0.39907428203332185
0,(0; -0.13),[0.06185597 0.7053735 ],-0.20781964644467882
0,(0; -0.13),[0.17695099 0.54088837],-0.1306993008908701
0,(0; -0.13),[0.02219877 1.9283793 ],-0.25202486619886905
0,(0; 0.13),[0.20735039 2.9046524 ],-0.6936519379747627
0,(0.13; 0),[0.13512652 1.1586115 ],-0.4624269385899325
0,(0; 0.13),[0.06293153 3.991815  ],-0.1956429355176434
0,(0; -0.13),[0.01967088 5.214784  ],-0.2699066085479996
0,(0; -0.13),[0.01778921 4.4701605 ],-0.26919299811614644
0,(0; 0.13),[0.01578959 2.135445  ],-0.2670541218705366
0,(0; -0.13),[0.17470025 5.576266  ],-0.6889838033190923
0,(0.13; 0),[0.09742407 5.3709517 ],-0.39502455474464643
0,(0; -0.13),[0.        5.6812124],-0.26236426446749106
0,(0.13; 0),[0.08045587 0.4463712 ],-0.3862786947059248
0,(0.13; 0),[0.1662962 3.1476429],0.6964169836673673
0,(0; -0.13),[0.0801262 2.867057 ],-0.2329519778246402
0,(0; 0.13),[0.20151219 1.4087124 ],-0.9038316024232229
0,(0; -0.13),[0.03350907 2.106166  ],-0.2406788727591447
0,(0; 0.13),[0.22      3.6997123],-0.2730916764876772
0,(0; -0.13),[0.11058427 1.8896261 ],0.030715010053190245
0,(0; 0.13),[0.0543083 1.1941365],-0.3219851334920942
0,(0; 0.13),[0.13544625 0.64951766],-0.5164345496255729
0,(0; -0.13),[0.10059373 1.7771236 ],-0.014555342895619492
0,(0; 0.13),[0.01811167 2.0026798 ],-0.2689901040164527
0,(0.13; 0),[0.1129133 4.189607 ],-0.14886911995767332
0,(0.13; 0),[0.21225387 0.78337395],-0.8790611738378445
0,(0.13; 0),[0.1964349 3.6859844],0.39556629070655147
0,(0; -0.13),[0.14866947 0.6301364 ],-0.05617141527170041
0,(0; 0.13),[0.13945945 1.3286735 ],-0.6164262057632919
0,(0.13; 0),[3.0201911e-03 4.1094093e+00],-0.26224892233701447
0,(0.13; 0),[0.07581777 0.172979  ],-0.38146729538689245
0,(0; -0.13),[0.06058307 4.340646  ],-0.3362324369636085
0,(0; -0.13),[0.06424017 1.8251305 ],-0.16940483990232247
0,(0; 0.13),[0.07023492 2.4244409 ],-0.335147011015624
0,(0; -0.13),[0.17756449 3.2347963 ],-0.5051732904162569
0,(0; -0.13),[5.2852952e-03 6.2831855e+00],-0.2623644583679589
0,(0.13; 0),[0.09753959 1.5408021 ],-0.29042863273366487
0,(0; 0.13),[0.16545783 4.9456906 ],0.581842046891759
0,(0.13; 0),[0.05984472 1.505273  ],-0.2707122236910227
0,(0; 0.13),[0.10203396 3.774416  ],-0.13767969357178358
0,(0.13; 0),[0.13444614 5.6312656 ],-0.5571711769664144
0,(0; -0.13),[0.20251799 5.600928  ],-0.8099649404755591
0,(0; 0.13),[0.07561789 1.7698838 ],-0.3803889572954117
0,(0; 0.13),[0.03557423 1.1291629 ],-0.28762595355968223
0,(0.13; 0),[0.21664935 0.38827056],-0.9596162352955543
0,(0; 0.13),[0.06504118 4.881476  ],-0.1649178872438203
0,(0; 0.13),[0.14635713 3.9703138 ],0.060743317310882006
0,(0.13; 0),[0.06540785 5.3563914 ],-0.3206587370808727
0,(0; -0.13),[0.1828759 3.9742837],-0.7514354491121435
0,(0.13; 0),[0.03266098 2.9155445 ],-0.23892402314492686
0,(0; 0.13),[0.08020239 2.3977625 ],-0.35966245619765985
0,(0.13; 0),[0.06975108 1.6569152 ],-0.25890588149673727
0,(0.13; 0),[0.17780934 3.438     ],0.6912015426239995
0,(0; 0.13),[0.01959636 3.882191  ],-0.2565898318829108
0,(0; -0.13),[0.12898286 3.2630084 ],-0.36485069616183236
0,(0.13; 0),[0.069806  1.4883455],-0.2770005728089601
0,(0.13; 0),[0.06663377 2.996569  ],-0.15938244899870363
0,(0; 0.13),[0.10985647 3.403458  ],-0.2277344390470582
0,(0.13; 0),[0.17214167 0.8512096 ],-0.6804787185455614
0,(0; -0.13),[0.22     2.947014],-0.5414508733725005
0,(0.13; 0),[0.02920493 2.8332872 ],-0.2440925488095122
0,(0; -0.13),[0.        1.0678862],-0.26236426446749106
0,(0; -0.13),[0.12227391 0.43173432],-0.17048497612493105
0,(0; -0.13),[0.02174028 0.19591531],-0.2603641530882239
0,(0; 0.13),[0.03356203 2.7796767 ],-0.2714893782137402
0,(0.13; 0),[0.0564824 4.237016 ],-0.23139655061396536
0,(0.13; 0),[0.18853799 1.9139074 ],-0.30773084211140794
0,(0.13; 0),[0.1201067 3.3285482],0.11373370132692766
0,(0; -0.13),[0.18727258 1.570938  ],1.2611397820316235
0,(0; 0.13),[0.02388015 4.6824484 ],-0.2495722302213643
0,(0.13; 0),[0.12948912 3.3531184 ],0.1850601170062204
0,(0.13; 0),[0.03349529 4.11747   ],-0.24846457215817494
0,(0; -0.13),[0.12572595 4.701684  ],-0.5642951558354276
0,(0; -0.13),[0.06612353 3.9704719 ],-0.3336578207709523
0,(0; 0.13),[0.21125759 5.1293635 ],0.6219566790299429
0,(0; 0.13),[0.07411686 5.068986  ],-0.14159954229638974
0,(0.13; 0),[0.05824316 5.11802   ],-0.2940490939079816
0,(0; -0.13),[0.08739837 2.347549  ],-0.14199956806748965
0,(0; 0.13),[0.14678846 3.5320778 ],-0.1898994909155041
0,(0.13; 0),[0.15800703 5.167129  ],-0.5559802947317998
0,(0; -0.13),[0.17938612 4.3065248 ],-0.7831144909992939
0,(0; 0.13),[0.0264115 2.9156353],-0.2659572712692432
0,(0; -0.13),[0.19184902 4.5675497 ],-0.8590097347892323
0,(0; 0.13),[0.02328825 2.8050091 ],-0.26641508102231737
0,(0.13; 0),[0.05825101 5.430476  ],-0.31241905355442207
0,(0; -0.13),[0.1263566 1.9767995],0.11240384035364454
0,(0; -0.13),[0.09490143 1.0773238 ],-0.07435557536975314
0,(0; 0.13),[0.03907214 0.67817813],-0.2838335852134105
0,(0; -0.13),[0.07055032 3.060601  ],-0.2595362475002695
0,(0.13; 0),[0.03042816 3.0747268 ],-0.24155008870089617
0,(0; -0.13),[0.11939318 5.0998173 ],-0.5246273356655493
0,(0.13; 0),[0.1627529 1.5514702],-0.42039739496073797
0,(0.13; 0),[0.06568256 1.7523278 ],-0.2494585358166128
0,(0; 0.13),[0.01914789 2.9805727 ],-0.26370666656005703
0,(0.13; 0),[0.00861696 5.975594  ],-0.26394118891049895
0,(0; -0.13),[0.09902766 3.3410566 ],-0.3254504798150776
0,(0; -0.13),[0.0725271 1.5624832],-0.13760246813130209
0,(0.13; 0),[0.10244758 0.8014033 ],-0.42355776097016834
0,(0; 0.13),[0.10912413 1.9699596 ],-0.48465614480863756
0,(0.13; 0),[0.10811367 2.7075868 ],-0.0027468215721888683
0,(0; -0.13),[0.02764163 4.434526  ],-0.2786264169970152
0,(0; -0.13),[0.12082406 0.9500345 ],0.013137014532688722
0,(0; -0.13),[0.17980072 3.6407924 ],-0.6588385154266334
0,(0.13; 0),[0.19964248 4.802677  ],-0.5963309342905477
0,(0.13; 0),[0.22     5.203391],-0.8412167882639009
0,(0.13; 0),[0.06670446 0.942308  ],-0.3219270982966739
0,(0.13; 0),[0.01034781 4.95994   ],-0.2629518350652085
0,(0.13; 0),[0.00473183 0.62250936],-0.2627698511059326
0,(0; -0.13),[0.22      3.0459366],-0.5984987518365095
0,(0; 0.13),[0.08691359 5.4176016 ],-0.13287427013287112
0,(0.13; 0),[0.01960169 3.402346  ],-0.2540540050420018
0,(0; -0.13),[0.04132012 0.        ],-0.2630884958731963
0,(0; 0.13),[0.01238831 5.279709  ],-0.25947565492758007
0,(0.13; 0),[0.04806042 4.8915973 ],-0.27276292862686913
0,(0; -0.13),[0.13972017 0.73375964],-0.012311146222163645
0,(0.13; 0),[0.17027132 3.6858919 ],0.320313641220002
0,(0; 0.13),[0.18494776 3.4441469 ],-0.322257799288056
0,(0; 0.13),[0.01355799 2.031445  ],-0.2660309326700827
0,(0; 0.13),[0.05268731 0.45823914],-0.29083710342024005
0,(0; -0.13),[0.03580416 5.832327  ],-0.2750661947009258
0,(0; 0.13),[0.05903286 4.7779746 ],-0.18166531686007278
0,(0; -0.13),[0.0490224 2.727775 ],-0.2418358485477205
0,(0; -0.13),[0.20448633 1.8227314 ],1.11649905989761
0,(0; 0.13),[0.22     5.443639],0.029207952242205622
0,(0; 0.13),[0.10715739 0.38470188],-0.3770262537502466
0,(0.13; 0),[0.03766163 1.7771066 ],-0.25634922125869203
0,(0; 0.13),[0.06950112 0.3145938 ],-0.30003956255059594
0,(0; 0.13),[0.03353297 2.654029  ],-0.274282218724684
0,(0; 0.13),[0.19929743 3.683677  ],-0.19305853541451154
0,(0.13; 0),[0.21883696 3.420972  ],0.9561419648783273
0,(0; 0.13),[0.1169167 3.0637956],-0.32800746166500466
0,(0.13; 0),[0.14216192 5.1756334 ],-0.4991946438340575
0,(0; 0.13),[0.11231516 5.984958  ],-0.2173052005349424
0,(0.13; 0),[0.18143623 0.10969629],-0.8113645208703247
0,(0; -0.13),[0.18903595 4.2526484 ],-0.8220932119174842
0,(0; 0.13),[0.16528313 3.211947  ],-0.38791988217929513
0,(0; -0.13),[0.16450915 2.7123804 ],-0.18806135067633456
0,(0; -0.13),[0.18360919 2.6403253 ],-0.17675845774131643
0,(0.13; 0),[0.20243317 1.6082177 ],-0.546908354713208
0,(0; -0.13),[0.20321801 3.7777166 ],-0.8019491894306351
0,(0; -0.13),[0.16003132 4.688941  ],-0.7140647152648322
0,(0; 0.13),[0.16552716 1.5316215 ],-0.7390258322991494
0,(0.13; 0),[0.03370297 3.2975936 ],-0.23703226927929733
0,(0; 0.13),[0.17958343 3.856411  ],0.01485061482708402
0,(0; -0.13),[0.17198187 0.11209352],-0.38870079533373253
0,(0; 0.13),[0.06128741 5.696498  ],-0.21755336377037426
0,(0; 0.13),[0.06126258 4.4688377 ],-0.17789575838075297
0,(0; -0.13),[0.21301891 5.3503814 ],-0.9096638717027702
0,(0; -0.13),[0.13067655 1.205987  ],0.15551966321416288
0,(0.13; 0),[0.03765259 1.5241985 ],-0.2643327067228006
0,(0.13; 0),[0.15525587 4.6742067 ],-0.3730861568937439
0,(0.13; 0),[0.1570324 3.8957691],0.08338562082488138
0,(0; 0.13),[0.19967967 3.344697  ],-0.4418411851070302
0,(0; -0.13),[0.13982452 4.288988  ],-0.605176104215455
0,(0.13; 0),[0.1793774 1.5890882],-0.461269643990759
0,(0; -0.13),[0.13377567 4.7487693 ],-0.5980325240336855
0,(0.13; 0),[0.08435284 2.5828974 ],-0.12256836466772164
0,(0; 0.13),[0.01543966 4.6696157 ],-0.25703926067169874
0,(0; 0.13),[0.07379101 0.60988265],-0.33391045250657764
0,(0; 0.13),[0.0400403 2.63939  ],-0.2799009334701314
0,(0.13; 0),[0.       4.162156],-0.26236426446749106
0,(0; -0.13),[0.03725173 1.4425453 ],-0.23120162108364498
0,(0.13; 0),[0.09199239 1.4760989 ],-0.2967997602497632
0,(0.13; 0),[0.05448489 1.2427157 ],-0.28534932143801517
0,(0.13; 0),[0.12593074 1.8503636 ],-0.2260215582155788
0,(0; -0.13),[0.21049613 3.7694886 ],-0.834008804729765
0,(0; 0.13),[0.112849  5.9794536],-0.21563590023979048
0,(0; 0.13),[0.0373345 6.0341988],-0.2551360347704073
0,(0.13; 0),[0.07926814 0.4732359 ],-0.38150440476618874
0,(0.13; 0),[0.07701878 2.1888404 ],-0.18939124795852208
0,(0.13; 0),[0.11019775 5.807043  ],-0.4829953266319777
0,(0.13; 0),[0.16520104 0.5118397 ],-0.7066239670261165
0,(0; 0.13),[0.03421782 2.239927  ],-0.28276230759822846
0,(0; -0.13),[0.16846554 1.0137112 ],0.29780815078410083
0,(0; -0.13),[0.20476608 1.2090352 ],0.7763142435459963
0,(0.13; 0),[0.06451015 0.13107896],-0.35043964043832654
0,(0; -0.13),[0.18387985 4.8469324 ],-0.8220283695547782
0,(0; 0.13),[0.       5.476528],-0.26236426446749106
0,(0; -0.13),[0.16564809 1.5283791 ],0.680416345409246
0,(0.13; 0),[0.11881633 4.1228395 ],-0.11788811484427085
0,(0.13; 0),[0.16535811 4.548792  ],-0.34221515850979695
0,(0.13; 0),[0.17071444 0.6137163 ],-0.7174793367049751
0,(0; -0.13),[0.1466056 1.7375604],0.3662386831589911
0,(0; -0.13),[0.20240428 2.128439  ],0.3665532313879234
0,(0.13; 0),[0.09643067 6.131282  ],-0.44915705745034834
0,(0; 0.13),[0.17634444 1.9168873 ],-0.774581304050689
0,(0; 0.13),[0.1376421  0.93524575],-0.5722300924047984
0,(0; -0.13),[0.07322558 0.9172499 ],-0.16583830884012507
0,(0; -0.13),[0.08823425 0.38688582],-0.20920276910399543
0,(0.13; 0),[0.10016496 4.186289  ],-0.16639513841229375
0,(0; -0.13),[0.16581468 5.597766  ],-0.6455822407391948
0,(0.13; 0),[0.07872675 0.7133    ],-0.3651100990276263
0,(0; -0.13),[0.20300712 5.992327  ],-0.6941522495259804
0,(0; 0.13),[0.0123632 2.5477223],-0.26427366664230095
0,(0; -0.13),[0.213678  1.3626645],1.2963059871747613
0,(0.13; 0),[0.04906935 0.37251523],-0.31133654281724754
0,(0; 0.13),[0.08003376 0.34337035],-0.31749775749524306
0,(0; -0.13),[0.20111676 3.072216  ],-0.5242763854484814
0,(0; 0.13),[0.10618246 0.8740816 ],-0.44775274700998513
0,(0.13; 0),[0.11275594 1.9780117 ],-0.1845094376247294
0,(0.13; 0),[0.01444399 5.822853  ],-0.2665256890016788
0,(0.13; 0),[0.06300195 2.1388154 ],-0.21663717202030247
0,(0; -0.13),[0.0480294 4.5496   ],-0.31190952323994836
0,(0; 0.13),[0.11069799 3.4651463 ],-0.21019049393751343
0,(0.13; 0),[0.08506338 5.0707264 ],-0.3275326713803703
0,(0; -0.13),[2.0833968e-04 8.1451088e-01],-0.26236356042434644
0,(0; 0.13),[0.04194913 5.3208947 ],-0.2299061677081563
0,(0; -0.13),[0.17266211 1.2134476 ],0.5515367138754083
0,(0; 0.13),[0.17729267 2.2877657 ],-0.7300189392604306
0,(0.13; 0),[0.03599631 1.8077588 ],-0.25595798582081997
0,(0; -0.13),[0.10164925 3.4163525 ],-0.34432162703523134
0,(0.13; 0),[0.03293961 2.2259521 ],-0.2477025120008977
0,(0; 0.13),[0.17208327 4.4637713 ],0.666657682065173
0,(0; -0.13),[0.01880053 5.096082  ],-0.2696507194476118
0,(0.13; 0),[0.08294757 0.6463516 ],-0.38127900384587626
0,(0.13; 0),[0.04324228 4.063199  ],-0.2374137074761526
0,(0; 0.13),[0.02082855 5.7611217 ],-0.25756395835238854
0,(0.13; 0),[0.11842875 3.1238627 ],0.1125939512536121
0,(0; 0.13),[0.0692383 2.280864 ],-0.34238400823115894
0,(0.13; 0),[0. 0.],-0.26236426446749106
0,(0; -0.13),[0.01010775 3.2021098 ],-0.26250462765856186
0,(0; -0.13),[0.14215566 2.092627  ],0.16929377883781735
0,(0; -0.13),[0.0181437  0.58559364],-0.2583176935718144
0,(0.13; 0),[0.10575704 4.41489   ],-0.21848745829142902
0,(0; 0.13),[0.16218655 5.329608  ],0.21180972572476828
0,(0; 0.13),[0.        5.5530295],-0.26236426446749106
0,(0; 0.13),[0.21024047 4.3673396 ],0.8130127591340254
0,(0; -0.13),[0.20066214 5.793007  ],-0.7499468201285228
0,(0; -0.13),[0.19175953 1.9955989 ],0.6001522714320642
0,(0; 0.13),[0.00681606 4.7339425 ],-0.2613279795263991
0,(0.13; 0),[0.1374464 5.984913 ],-0.604616961904707
0,(0; -0.13),[0.18329906 2.421861  ],0.015560998179263551
0,(0; -0.13),[0.21388692 3.210402  ],-0.6522440132682096
0,(0; -0.13),[0.09547571 0.50746566],-0.1774176124738168
0,(0; -0.13),[0.00670045 3.3017623 ],-0.26252440799828564
0,(0; 0.13),[0.0232532 4.839416 ],-0.2503331196304969
0,(0; -0.13),[0.06982528 4.589986  ],-0.36490916984322674
0,(0; 0.13),[0.03849394 1.7764543 ],-0.294219676263258
0,(0.13; 0),[0.14606322 2.5753088 ],0.1673852944795488
0,(0; -0.13),[0.22       0.42263943],-0.3855864130139899
0,(0.13; 0),[0.21489482 1.7963349 ],-0.4973182488467678
0,(0.13; 0),[0.13762088 6.132871  ],-0.6123042614059713
0,(0; 0.13),[0.03246425 0.9640824 ],-0.28157388531254995
0,(0.13; 0),[0.0835404 4.7807803],-0.28460692076931343
0,(0; 0.13),[0.13590704 4.6979914 ],0.2683383847709551
0,(0.13; 0),[0.1495844 4.395911 ],-0.23056677138018358
0,(0; 0.13),[0.0685937 3.9823873],-0.183827755911749
0,(0; 0.13),[0.00321005 2.7456348 ],-0.26245290708235985
0,(0; -0.13),[0.21292809 4.8686814 ],-0.9579430120478949
0,(0; -0.13),[0.12229596 2.974341  ],-0.26245870265425314
0,(0; 0.13),[0.11859365 4.088011  ],0.0019134619939749822
0,(0; -0.13),[0.15528797 1.6950623 ],0.4902031462282489
0,(0; -0.13),[0.15917511 1.6137515 ],0.56726799074566
0,(0; 0.13),[0.14183697 5.796841  ],-0.13934557805871392
0,(0; -0.13),[0.1468415  0.47595352],-0.14486869037434427
0,(0; 0.13),[0.19725573 4.9932303 ],0.9672544378792203
0,(0; 0.13),[0.1900059 0.9384021],-0.8027294601976994
0,(0; -0.13),[0.21253826 2.2771635 ],0.10243680306505
0,(0; 0.13),[0.05612083 6.2831855 ],-0.2648244924597997
0,(0.13; 0),[0.05077255 5.9562654 ],-0.3155266165732069
0,(0; -0.13),[0.02634575 4.8148556 ],-0.277644761520171
0,(0; -0.13),[0.16228026 0.66570234],-0.022925191669501594
0,(0.13; 0),[0.03907601 0.9549055 ],-0.2822144541172904
0,(0; -0.13),[0.16044533 3.175193  ],-0.4190722561276304
0,(0; -0.13),[0.07932256 2.104006  ],-0.1368665590255802
0,(0.13; 0),[0.17678814 0.17818259],-0.7873430622459214
0,(0; 0.13),[0.15715885 2.799185  ],-0.519728957136604
0,(0; 0.13),[0.02329946 4.4410844 ],-0.25063848765331376
0,(0; 0.13),[0.15451941 5.5125585 ],0.0441391990893635
0,(0; 0.13),[0.20399797 5.723662  ],-0.19619121764003572
0,(0.13; 0),[0.09362349 1.41952   ],-0.3087067891645591
0,(0; 0.13),[0.09679948 1.3784316 ],-0.44946919487498493
0,(0; -0.13),[0.17286989 0.1623503 ],-0.36532016012390134
0,(0.13; 0),[0.22     4.883994],-0.7271541916036158
0,(0; 0.13),[0.04892815 1.6348292 ],-0.31427284842823244
0,(0.13; 0),[4.0263925e-03 5.4605255e+00],-0.2626101950992754
0,(0; 0.13),[0.16255617 3.5703712 ],-0.18534555368874212
0,(0.13; 0),[0.19705687 2.02861   ],-0.2544792648077312
0,(0.13; 0),[0.0529572 3.3057673],-0.19874205863903593
0,(0; -0.13),[0.17284998 4.2848697 ],-0.7508518239115408
0,(0; 0.13),[2.8865694e-04 5.8510470e-01],-0.26236529063147745
0,(0; 0.13),[0.061315  2.0890515],-0.3334087527279924
0,(0; -0.13),[0.0227966 3.5243201],-0.2667399637096553
0,(0.13; 0),[0.03773303 0.7925367 ],-0.28465317626289405
0,(0; 0.13),[0.16955331 2.603584  ],-0.6256447931746333
0,(0; 0.13),[0.10118195 5.6695375 ],-0.1439905002824867
0,(0.13; 0),[0.14962436 4.5191045 ],-0.2902884767592351
0,(0; 0.13),[0.13237941 4.038365  ],0.04381965782301587
0,(0.13; 0),[0.20107815 5.2948155 ],-0.7780230791145214
0,(0.13; 0),[0.03842886 0.889907  ],-0.2831958872865423
0,(0; -0.13),[0.15253313 3.948793  ],-0.6135951510606465
0,(0.13; 0),[0.0419917 5.703316 ],-0.2949449902527005
0,(0.13; 0),[0.13009773 5.2880945 ],-0.4825888673038399
0,(0; 0.13),[0.1820211 2.0941246],-0.7817403501073394
0,(0.13; 0),[0.02447817 5.221796  ],-0.26892600305832387
0,(0; -0.13),[0.11496825 4.198423  ],-0.4974282938323484
0,(0.13; 0),[0.04989722 4.92956   ],-0.2756888540227232
0,(0; 0.13),[0.1782976 5.581552 ],0.0036635896569628817
0,(0; 0.13),[0.19860744 4.829598  ],1.5516387848799762
0,(0.13; 0),[0.17046727 2.583886  ],0.30690216849431035
0,(0.13; 0),[0.09960511 3.7915955 ],-0.08166699928813452
0,(0.13; 0),[0.11159646 3.0925033 ],0.06232099378514869
0,(0; -0.13),[0.0661233 1.6720638],-0.16039246286970238
0,(0; -0.13),[0.13573283 3.0709705 ],-0.31490418168816214
0,(0.13; 0),[0.1956681 1.244613 ],-0.6735763131922848
0,(0; 0.13),[0.07863311 0.4427748 ],-0.3266307611655638
0,(0; -0.13),[0.04951208 2.271937  ],-0.2203735275687327
