target,action,reward
0,(0; 0.13),[0.         0.62357074],-0.26236426446749106
0,(0.13; 0),[0.         0.20042108],-0.26236426446749106
0,(0; -0.13),[0.22      1.7620453],1.281114134295033
0,(0; 0.13),[0.         0.43752757],-0.26236426446749106
0,(0; -0.13),[0.22      1.5987879],2.2093179529672686
0,(0.13; 0),[0. 0.],-0.26236426446749106
0,(0.13; 0),[0. 0.],-0.26236426446749106
0,(0; 0.13),[0. 0.],-0.26236426446749106
0,(0.13; 0),[0.        0.3082155],-0.26236426446749106
0,(0.13; 0),[0. 0.],-0.26236426446749106
0,(0; -0.13),[0.22      1.3734672],1.2540979372225212
0,(0; 0.13),[0.         0.13239811],-0.26236426446749106
0,(0.13; 0),[0. 0.],-0.26236426446749106
0,(0.13; 0),[0. 0.],-0.26236426446749106
0,(0.13; 0),[0.         0.11338115],-0.26236426446749106
0,(0; 0.13),[0.        0.4157927],-0.26236426446749106
0,(0.13; 0),[0. 0.],-0.26236426446749106
0,(0.13; 0),[0. 0.],-0.26236426446749106
0,(0; 0.13),[0.        0.7112674],-0.26236426446749106
0,(0; 0.13),[0.         0.21844624],-0.26236426446749106
0,(0; -0.13),[0.22      1.4844189],1.8602473115091585
0,(0; -0.13),[0.22      1.7644143],1.270513303816734
0,(0; 0.13),[0.         0.27312607],-0.26236426446749106
0,(0; -0.13),[0.22      1.2817478],0.9102174814972414
0,(0.13; 0),[0. 0.],-0.26236426446749106
0,(0; -0.13),[0.22      1.8955007],0.8016151722302357
0,(0; -0.13),[0.22      1.9263809],0.7160090496626128
0,(0; 0.13),[0.        0.6752092],-0.26236426446749106
0,(0; -0.13),[0.22      1.5944312],2.2266345749499368
0,(0.13; 0),[0.        0.6405574],-0.26236426446749106
0,(0; 0.13),[0. 0.],-0.26236426446749106
0,(0.13; 0),[0. 0.],-0.26236426446749106
0,(0.13; 0),[0. 0.],-0.26236426446749106
0,(0; 0.13),[0. 0.],-0.26236426446749106
0,(0; 0.13),[0.         0.22575557],-0.26236426446749106
0,(0; -0.13),[0.22      2.0094066],0.5165142239430018
0,(0; -0.13),[0.22       0.35665846],-0.4345815955168569
0,(0; 0.13),[0.         0.34395143],-0.26236426446749106
0,(0; 0.13),[0. 0.],-0.26236426446749106
0,(0.13; 0),[0. 0.],-0.26236426446749106
0,(0; 0.13),[0.         0.08416227],-0.26236426446749106
0,(0; 0.13),[0.         0.09811559],-0.26236426446749106
0,(0; 0.13),[0. 0.],-0.26236426446749106
0,(0; 0.13),[0.         0.03923442],-0.26236426446749106
0,(0.13; 0),[0.        0.5997625],-0.26236426446749106
0,(0; -0.13),[0.22      1.7207426],1.4825533404419586
0,(0.13; 0),[0. 0.],-0.26236426446749106
0,(0.13; 0),[0.        0.7985637],-0.26236426446749106
0,(0; -0.13),[0.22      1.4746591],1.797393633615727
0,(0; -0.13),[0.22      1.1533802],0.5637570210733011
